time_iso,relative_cross_track_km
2026-03-21T07:09:25Z,-0.200000
2026-03-21T07:10:25Z,-0.200047
2026-03-21T07:11:25Z,-0.199219
2026-03-21T07:12:25Z,-0.197521
2026-03-21T07:13:25Z,-0.194962
2026-03-21T07:14:25Z,-0.191553
2026-03-21T07:15:25Z,-0.187312
2026-03-21T07:16:25Z,-0.182257
2026-03-21T07:17:25Z,-0.176412
2026-03-21T07:18:25Z,-0.169802
2026-03-21T07:19:25Z,-0.162457
2026-03-21T07:20:25Z,-0.154409
2026-03-21T07:21:25Z,-0.145693
2026-03-21T07:22:25Z,-0.136348
2026-03-21T07:23:25Z,-0.126414
2026-03-21T07:24:25Z,-0.115934
2026-03-21T07:25:25Z,-0.104953
2026-03-21T07:26:25Z,-0.093518
2026-03-21T07:27:25Z,-0.081678
2026-03-21T07:28:25Z,-0.069483
2026-03-21T07:29:25Z,-0.056987
2026-03-21T07:30:25Z,-0.044242
2026-03-21T07:31:25Z,-0.031302
2026-03-21T07:32:25Z,-0.018222
2026-03-21T07:33:25Z,-0.005059
2026-03-21T07:34:25Z,0.008132
2026-03-21T07:35:25Z,0.021295
2026-03-21T07:36:25Z,0.034373
2026-03-21T07:37:25Z,0.047311
2026-03-21T07:38:25Z,0.060053
2026-03-21T07:39:25Z,0.072546
2026-03-21T07:40:25Z,0.084735
2026-03-21T07:41:25Z,0.096569
2026-03-21T07:42:25Z,0.107996
2026-03-21T07:43:25Z,0.118968
2026-03-21T07:44:25Z,0.129435
2026-03-21T07:45:25Z,0.139355
2026-03-21T07:46:25Z,0.148682
2026-03-21T07:47:25Z,0.157376
2026-03-21T07:48:25Z,0.165399
2026-03-21T07:49:25Z,0.172715
2026-03-21T07:50:25Z,0.179291
2026-03-21T07:51:25Z,0.185098
2026-03-21T07:52:25Z,0.190110
2026-03-21T07:53:25Z,0.194303
2026-03-21T07:54:25Z,0.197657
2026-03-21T07:55:25Z,0.200158
2026-03-21T07:56:25Z,0.201791
2026-03-21T07:57:25Z,0.202548
2026-03-21T07:58:25Z,0.202425
2026-03-21T07:59:25Z,0.201420
2026-03-21T08:00:25Z,0.199536
2026-03-21T08:01:25Z,0.196780
2026-03-21T08:02:25Z,0.193163
2026-03-21T08:03:25Z,0.188698
2026-03-21T08:04:25Z,0.183405
2026-03-21T08:05:25Z,0.177305
2026-03-21T08:06:25Z,0.170424
2026-03-21T08:07:25Z,0.162792
2026-03-21T08:08:25Z,0.154441
2026-03-21T08:09:25Z,0.145408
2026-03-21T08:10:25Z,0.135732
2026-03-21T08:11:25Z,0.125457
2026-03-21T08:12:25Z,0.114626
2026-03-21T08:13:25Z,0.103289
2026-03-21T08:14:25Z,0.091495
2026-03-21T08:15:25Z,0.079297
2026-03-21T08:16:25Z,0.066750
2026-03-21T08:17:25Z,0.053910
2026-03-21T08:18:25Z,0.040835
2026-03-21T08:19:25Z,0.027582
2026-03-21T08:20:25Z,0.014212
2026-03-21T08:21:25Z,0.000785
2026-03-21T08:22:25Z,-0.012639
2026-03-21T08:23:25Z,-0.026000
2026-03-21T08:24:25Z,-0.039238
2026-03-21T08:25:25Z,-0.052294
2026-03-21T08:26:25Z,-0.065109
2026-03-21T08:27:25Z,-0.077626
2026-03-21T08:28:25Z,-0.089790
2026-03-21T08:29:25Z,-0.101547
2026-03-21T08:30:25Z,-0.112845
2026-03-21T08:31:25Z,-0.123633
2026-03-21T08:32:25Z,-0.133866
2026-03-21T08:33:25Z,-0.143497
2026-03-21T08:34:25Z,-0.152486
2026-03-21T08:35:25Z,-0.160794
2026-03-21T08:36:25Z,-0.168385
2026-03-21T08:37:25Z,-0.175226
2026-03-21T08:38:25Z,-0.181290
2026-03-21T08:39:25Z,-0.186550
2026-03-21T08:40:25Z,-0.190985
2026-03-21T08:41:25Z,-0.194577
2026-03-21T08:42:25Z,-0.197311
2026-03-21T08:43:25Z,-0.199179
2026-03-21T08:44:25Z,-0.200171
2026-03-21T08:45:25Z,-0.200287
2026-03-21T08:46:25Z,-0.199527
2026-03-21T08:47:25Z,-0.197895
2026-03-21T08:48:25Z,-0.195400
2026-03-21T08:49:25Z,-0.192055
2026-03-21T08:50:25Z,-0.187875
2026-03-21T08:51:25Z,-0.182878
2026-03-21T08:52:25Z,-0.177089
2026-03-21T08:53:25Z,-0.170532
2026-03-21T08:54:25Z,-0.163236
2026-03-21T08:55:25Z,-0.155235
2026-03-21T08:56:25Z,-0.146562
2026-03-21T08:57:25Z,-0.137256
2026-03-21T08:58:25Z,-0.127357
2026-03-21T08:59:25Z,-0.116907
2026-03-21T09:00:25Z,-0.105952
2026-03-21T09:01:25Z,-0.094539
2026-03-21T09:02:25Z,-0.082716
2026-03-21T09:03:25Z,-0.070534
2026-03-21T09:04:25Z,-0.058046
2026-03-21T09:05:25Z,-0.045304
2026-03-21T09:06:25Z,-0.032362
2026-03-21T09:07:25Z,-0.019277
2026-03-21T09:08:25Z,-0.006103
2026-03-21T09:09:25Z,0.007104
2026-03-21T09:10:25Z,0.020287
2026-03-21T09:11:25Z,0.033390
2026-03-21T09:12:25Z,0.046357
2026-03-21T09:13:25Z,0.059133
2026-03-21T09:14:25Z,0.071663
2026-03-21T09:15:25Z,0.083893
2026-03-21T09:16:25Z,0.095772
2026-03-21T09:17:25Z,0.107247
2026-03-21T09:18:25Z,0.118270
2026-03-21T09:19:25Z,0.128792
2026-03-21T09:20:25Z,0.138769
2026-03-21T09:21:25Z,0.148156
2026-03-21T09:22:25Z,0.156912
2026-03-21T09:23:25Z,0.164998
2026-03-21T09:24:25Z,0.172380
2026-03-21T09:25:25Z,0.179023
2026-03-21T09:26:25Z,0.184898
2026-03-21T09:27:25Z,0.189979
2026-03-21T09:28:25Z,0.194240
2026-03-21T09:29:25Z,0.197664
2026-03-21T09:30:25Z,0.200233
2026-03-21T09:31:25Z,0.201934
2026-03-21T09:32:25Z,0.202760
2026-03-21T09:33:25Z,0.202703
2026-03-21T09:34:25Z,0.201763
2026-03-21T09:35:25Z,0.199943
2026-03-21T09:36:25Z,0.197248
2026-03-21T09:37:25Z,0.193690
2026-03-21T09:38:25Z,0.189283
2026-03-21T09:39:25Z,0.184044
2026-03-21T09:40:25Z,0.177995
2026-03-21T09:41:25Z,0.171163
2026-03-21T09:42:25Z,0.163576
2026-03-21T09:43:25Z,0.155266
2026-03-21T09:44:25Z,0.146272
2026-03-21T09:45:25Z,0.136630
2026-03-21T09:46:25Z,0.126385
2026-03-21T09:47:25Z,0.115580
2026-03-21T09:48:25Z,0.104265
2026-03-21T09:49:25Z,0.092489
2026-03-21T09:50:25Z,0.080305
2026-03-21T09:51:25Z,0.067767
2026-03-21T09:52:25Z,0.054932
2026-03-21T09:53:25Z,0.041856
2026-03-21T09:54:25Z,0.028600
2026-03-21T09:55:25Z,0.015222
2026-03-21T09:56:25Z,0.001782
2026-03-21T09:57:25Z,-0.011660
2026-03-21T09:58:25Z,-0.025042
2026-03-21T09:59:25Z,-0.038306
2026-03-21T10:00:25Z,-0.051391
2026-03-21T10:01:25Z,-0.064240
2026-03-21T10:02:25Z,-0.076794
2026-03-21T10:03:25Z,-0.088999
2026-03-21T10:04:25Z,-0.100800
2026-03-21T10:05:25Z,-0.112145
2026-03-21T10:06:25Z,-0.122985
2026-03-21T10:07:25Z,-0.133271
2026-03-21T10:08:25Z,-0.142958
2026-03-21T10:09:25Z,-0.152006
2026-03-21T10:10:25Z,-0.160374
2026-03-21T10:11:25Z,-0.168028
2026-03-21T10:12:25Z,-0.174934
2026-03-21T10:13:25Z,-0.181063
2026-03-21T10:14:25Z,-0.186389
2026-03-21T10:15:25Z,-0.190892
2026-03-21T10:16:25Z,-0.194552
2026-03-21T10:17:25Z,-0.197355
2026-03-21T10:18:25Z,-0.199290
2026-03-21T10:19:25Z,-0.200351
2026-03-21T10:20:25Z,-0.200534
2026-03-21T10:21:25Z,-0.199840
2026-03-21T10:22:25Z,-0.198273
2026-03-21T10:23:25Z,-0.195841
2026-03-21T10:24:25Z,-0.192557
2026-03-21T10:25:25Z,-0.188436
2026-03-21T10:26:25Z,-0.183497
2026-03-21T10:27:25Z,-0.177761
2026-03-21T10:28:25Z,-0.171256
2026-03-21T10:29:25Z,-0.164009
2026-03-21T10:30:25Z,-0.156052
2026-03-21T10:31:25Z,-0.147421
2026-03-21T10:32:25Z,-0.138152
2026-03-21T10:33:25Z,-0.128286
2026-03-21T10:34:25Z,-0.117866
2026-03-21T10:35:25Z,-0.106936
2026-03-21T10:36:25Z,-0.095543
2026-03-21T10:37:25Z,-0.083737
2026-03-21T10:38:25Z,-0.071567
2026-03-21T10:39:25Z,-0.059086
2026-03-21T10:40:25Z,-0.046346
2026-03-21T10:41:25Z,-0.033402
2026-03-21T10:42:25Z,-0.020309
2026-03-21T10:43:25Z,-0.007124
2026-03-21T10:44:25Z,0.006099
2026-03-21T10:45:25Z,0.019302
2026-03-21T10:46:25Z,0.032430
2026-03-21T10:47:25Z,0.045427
2026-03-21T10:48:25Z,0.058236
2026-03-21T10:49:25Z,0.070803
2026-03-21T10:50:25Z,0.083075
2026-03-21T10:51:25Z,0.094998
2026-03-21T10:52:25Z,0.106521
2026-03-21T10:53:25Z,0.117595
2026-03-21T10:54:25Z,0.128172
2026-03-21T10:55:25Z,0.138205
2026-03-21T10:56:25Z,0.147651
2026-03-21T10:57:25Z,0.156468
2026-03-21T10:58:25Z,0.164618
2026-03-21T10:59:25Z,0.172064
2026-03-21T11:00:25Z,0.178773
2026-03-21T11:01:25Z,0.184715
2026-03-21T11:02:25Z,0.189862
2026-03-21T11:03:25Z,0.194192
2026-03-21T11:04:25Z,0.197683
2026-03-21T11:05:25Z,0.200320
2026-03-21T11:06:25Z,0.202088
2026-03-21T11:07:25Z,0.202979
2026-03-21T11:08:25Z,0.202987
2026-03-21T11:09:25Z,0.202111
2026-03-21T11:10:25Z,0.200353
2026-03-21T11:11:25Z,0.197719
2026-03-21T11:12:25Z,0.194218
2026-03-21T11:13:25Z,0.189866
2026-03-21T11:14:25Z,0.184680
2026-03-21T11:15:25Z,0.178681
2026-03-21T11:16:25Z,0.171895
2026-03-21T11:17:25Z,0.164352
2026-03-21T11:18:25Z,0.156083
2026-03-21T11:19:25Z,0.147124
2026-03-21T11:20:25Z,0.137516
2026-03-21T11:21:25Z,0.127299
2026-03-21T11:22:25Z,0.116520
2026-03-21T11:23:25Z,0.105225
2026-03-21T11:24:25Z,0.093466
2026-03-21T11:25:25Z,0.081294
2026-03-21T11:26:25Z,0.068764
2026-03-21T11:27:25Z,0.055933
2026-03-21T11:28:25Z,0.042857
2026-03-21T11:29:25Z,0.029596
2026-03-21T11:30:25Z,0.016208
2026-03-21T11:31:25Z,0.002755
2026-03-21T11:32:25Z,-0.010704
2026-03-21T11:33:25Z,-0.024108
2026-03-21T11:34:25Z,-0.037398
2026-03-21T11:35:25Z,-0.050513
2026-03-21T11:36:25Z,-0.063395
2026-03-21T11:37:25Z,-0.075987
2026-03-21T11:38:25Z,-0.088232
2026-03-21T11:39:25Z,-0.100077
2026-03-21T11:40:25Z,-0.111469
2026-03-21T11:41:25Z,-0.122359
2026-03-21T11:42:25Z,-0.132698
2026-03-21T11:43:25Z,-0.142441
2026-03-21T11:44:25Z,-0.151546
2026-03-21T11:45:25Z,-0.159975
2026-03-21T11:46:25Z,-0.167690
2026-03-21T11:47:25Z,-0.174659
2026-03-21T11:48:25Z,-0.180852
2026-03-21T11:49:25Z,-0.186244
2026-03-21T11:50:25Z,-0.190813
2026-03-21T11:51:25Z,-0.194540
2026-03-21T11:52:25Z,-0.197410
2026-03-21T11:53:25Z,-0.199412
2026-03-21T11:54:25Z,-0.200539
2026-03-21T11:55:25Z,-0.200787
2026-03-21T11:56:25Z,-0.200158
2026-03-21T11:57:25Z,-0.198654
2026-03-21T11:58:25Z,-0.196285
2026-03-21T11:59:25Z,-0.193061
2026-03-21T12:00:25Z,-0.188997
2026-03-21T12:01:25Z,-0.184113
2026-03-21T12:02:25Z,-0.178431
2026-03-21T12:03:25Z,-0.171975
2026-03-21T12:04:25Z,-0.164774
2026-03-21T12:05:25Z,-0.156861
2026-03-21T12:06:25Z,-0.148269
2026-03-21T12:07:25Z,-0.139037
2026-03-21T12:08:25Z,-0.129203
2026-03-21T12:09:25Z,-0.118811
2026-03-21T12:10:25Z,-0.107905
2026-03-21T12:11:25Z,-0.096532
2026-03-21T12:12:25Z,-0.084740
2026-03-21T12:13:25Z,-0.072581
2026-03-21T12:14:25Z,-0.060106
2026-03-21T12:15:25Z,-0.047367
2026-03-21T12:16:25Z,-0.034421
2026-03-21T12:17:25Z,-0.021320
2026-03-21T12:18:25Z,-0.008122
2026-03-21T12:19:25Z,0.005117
2026-03-21T12:20:25Z,0.018342
2026-03-21T12:21:25Z,0.031495
2026-03-21T12:22:25Z,0.044520
2026-03-21T12:23:25Z,0.057363
2026-03-21T12:24:25Z,0.069968
2026-03-21T12:25:25Z,0.082280
2026-03-21T12:26:25Z,0.094248
2026-03-21T12:27:25Z,0.105819
2026-03-21T12:28:25Z,0.116944
2026-03-21T12:29:25Z,0.127574
2026-03-21T12:30:25Z,0.137663
2026-03-21T12:31:25Z,0.147168
2026-03-21T12:32:25Z,0.156045
2026-03-21T12:33:25Z,0.164257
2026-03-21T12:34:25Z,0.171767
2026-03-21T12:35:25Z,0.178540
2026-03-21T12:36:25Z,0.184548
2026-03-21T12:37:25Z,0.189761
2026-03-21T12:38:25Z,0.194157
2026-03-21T12:39:25Z,0.197715
2026-03-21T12:40:25Z,0.200418
2026-03-21T12:41:25Z,0.202252
2026-03-21T12:42:25Z,0.203207
2026-03-21T12:43:25Z,0.203279
2026-03-21T12:44:25Z,0.202465
2026-03-21T12:45:25Z,0.200767
2026-03-21T12:46:25Z,0.198191
2026-03-21T12:47:25Z,0.194747
2026-03-21T12:48:25Z,0.190448
2026-03-21T12:49:25Z,0.185313
2026-03-21T12:50:25Z,0.179363
2026-03-21T12:51:25Z,0.172622
2026-03-21T12:52:25Z,0.165120
2026-03-21T12:53:25Z,0.156890
2026-03-21T12:54:25Z,0.147967
2026-03-21T12:55:25Z,0.138389
2026-03-21T12:56:25Z,0.128200
2026-03-21T12:57:25Z,0.117444
2026-03-21T12:58:25Z,0.106169
2026-03-21T12:59:25Z,0.094425
2026-03-21T13:00:25Z,0.082265
2026-03-21T13:01:25Z,0.069742
2026-03-21T13:02:25Z,0.056913
2026-03-21T13:03:25Z,0.043836
2026-03-21T13:04:25Z,0.030569
2026-03-21T13:05:25Z,0.017172
2026-03-21T13:06:25Z,0.003705
2026-03-21T13:07:25Z,-0.009772
2026-03-21T13:08:25Z,-0.023199
2026-03-21T13:09:25Z,-0.036514
